birthYear,gender,height,weight,walkSpeed,temperature,precipitationProbability,precipitation,weightShortest,weightOptimal,takeTime
2000,0,173.0,65.0,1,22.0,0,0.0,89.07647733349258,0.01611990728991885,15
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.012499104922339414,13
2000,0,173.0,66.0,0,22.0,0,0.0,89.07647733349258,0.01611990728991885,15
2000,0,173.0,65.0,1,22.0,0,0.0,-87.4657073605586,0.053112742875260514,40
2000,0,173.0,66.0,0,22.0,0,0.0,-87.48756482240971,0.052654072191758355,34
2000,0,173.0,65.0,1,22.0,0,0.0,-88.53757111878855,0.02297676903623021,18
2000,0,173.0,66.0,0,22.0,0,0.0,-88.53757111878855,0.02297676903623021,15
2000,0,173.0,65.0,1,22.0,0,0.0,-85.74427680171878,0.037206638882851195,31
2000,0,173.0,66.0,0,22.0,0,0.0,-85.74427680171878,0.037206638882851195,26
2000,0,173.0,66.0,0,22.0,0,0.0,-88.86457452244034,0.013873655251566318,9
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.011765553460961718,12
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.011765553460961718,8
2000,0,173.0,65.0,1,22.0,0,0.0,-88.86457452244034,0.013873655251566318,9
2000,0,173.0,66.0,0,22.0,0,0.0,-89.73410163710082,0.037126681799382756,29
2000,0,173.0,65.0,1,22.0,0,0.0,-89.73410163710082,0.037126681799382756,26
2000,0,173.0,65.0,1,22.0,0,0.0,87.47669315488241,0.013220552037918847,9
2000,0,173.0,65.0,1,22.0,0,0.0,-87.47669315488241,0.013220552037918847,10
2000,0,173.0,66.0,0,22.0,0,0.0,-75.11659429421813,0.026576932055854027,38
2000,0,173.0,66.0,0,22.0,0,0.0,-89.01267367783011,0.017233800978170715,12
2000,0,173.0,65.0,1,22.0,0,0.0,-88.92484322003588,0.020643951512966226,18
2000,0,173.0,66.0,0,22.0,0,0.0,-89.50976682749506,0.016257144350203194,13
2000,0,173.0,65.0,1,22.0,0,0.0,-89.50976682749506,0.016257144350203194,13
2000,0,173.0,65.0,1,22.0,0,0.0,-89.28751765316441,0.0373074114527378,31
2000,0,173.0,66.0,0,22.0,0,0.0,-89.28751765316441,0.0373074114527378,37
2000,0,173.0,66.0,0,22.0,0,0.0,-88.99471945736236,0.019301981613441595,22
2000,0,173.0,65.0,1,22.0,0,0.0,-89.87834079127694,0.02703360021120999,26
2000,0,173.0,66.0,0,22.0,0,0.0,87.66656717286116,0.00814972338842827,4
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.013745072869584074,7
2000,0,173.0,65.0,1,22.0,0,0.0,70.35848301962302,0.02321511859315087,23
2000,0,173.0,66.0,0,22.0,0,0.0,-83.79808916232389,0.0217337016946089,18
2000,0,173.0,66.0,0,22.0,0,0.0,87.66656717286116,0.00814972338842827,2
2000,0,173.0,65.0,1,22.0,0,0.0,89.94179319835612,0.011445636749905442,10
2000,0,173.0,65.0,1,22.0,0,0.0,-89.94179319835612,0.011445636749905442,9
2000,0,173.0,66.0,0,22.0,0,0.0,-89.89685545988324,0.0211822006419252,12
2000,0,173.0,66.0,0,22.0,0,0.0,84.43518028699951,0.07468004789764429,50
2000,0,173.0,65.0,1,22.0,0,0.0,84.43518028699951,0.07468004789764429,59
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.04669539000537145,36
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.04669539000537145,37
2000,0,173.0,66.0,0,22.0,0,0.0,-89.90786106040888,0.016903774593836834,10
2000,0,173.0,66.0,0,22.0,0,0.0,-61.50456784139774,0.011565423177815934,8
2000,0,173.0,66.0,0,22.0,0,0.0,89.83121898248088,0.031027323606880212,31
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.0164180135442759,10
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.01264054587192205,11
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.0238252645918471,20
2000,0,173.0,66.0,0,22.0,0,0.0,-86.9275563312006,0.026837858617868592,18
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.0164180135442759,9
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.01264054587192205,5
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.030014385884916103,21
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.0209627703928093,14
2000,0,173.0,65.0,1,22.0,0,0.0,-86.93879329404466,0.026739516130239265,19
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.012396137490274834,9
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.018097596807894203,14
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.06410842606365887,51
2000,0,173.0,65.0,1,20.0,0,0.0,0.0,0.022740631218881036,20
2000,0,173.0,65.0,1,20.0,0,0.0,-89.68470278469094,0.05796208204793505,46
2000,0,173.0,65.0,1,20.0,0,0.0,-89.12629461447864,0.030500435496317365,23
2000,0,173.0,65.0,1,20.0,0,0.0,89.56206963964509,0.06420519443766182,63
2000,0,173.0,65.0,1,20.0,0,0.0,88.28283245312524,0.05995840791564111,46
2000,0,173.0,65.0,1,20.0,0,0.0,0.0,0.026270856589441755,27
2000,0,173.0,65.0,1,20.0,0,0.0,0.0,0.013899696621259179,5
2000,0,173.0,65.0,1,20.0,0,0.0,89.7351176271295,0.01386930741991203,7
2000,0,173.0,65.0,1,20.0,0,0.0,-88.97936340080533,0.017815353549611487,13
2000,0,173.0,65.0,1,20.0,0,0.0,89.42968552945658,0.019908388073786264,12
2000,0,173.0,65.0,1,20.0,0,0.0,89.47326329379786,0.06251613196392493,55
2000,0,173.0,65.0,1,20.0,0,0.0,89.47285038444276,0.052444309516773854,45
2000,0,173.0,65.0,1,20.0,0,0.0,89.3020088503183,0.013401131030285198,10
2000,0,173.0,65.0,1,20.0,0,0.0,83.54971596399955,0.022611344743864403,15
2000,0,173.0,65.0,1,20.0,0,0.0,84.83218662523609,0.018088148578229823,13
2000,0,173.0,65.0,1,20.0,0,0.0,0.0,0.018647622023670648,13
2000,0,173.0,65.0,1,20.0,0,0.0,-85.96393050992563,0.04939161464612843,38
2000,0,173.0,65.0,1,20.0,0,0.0,0.0,0.02883387047688575,21
2000,0,173.0,65.0,1,20.0,0,0.0,-86.22406490331136,0.04619865161436956,34
2000,0,173.0,65.0,1,20.0,0,0.0,0.0,0.01903050666269261,18
2000,0,173.0,65.0,1,13.0,0,0.0,87.66107477286548,0.028591245866927923,32
2000,0,173.0,65.0,1,13.0,0,0.0,-89.71207202029682,0.037869902236779586,26
2000,0,173.0,65.0,1,13.0,0,0.0,89.48228216910887,0.01957971023478734,18
2000,0,173.0,65.0,1,13.0,0,0.0,89.11690927379364,0.04886594939235726,40
2000,0,173.0,65.0,1,13.0,0,0.0,-89.76228324813825,0.00892950372650068,7
2000,0,173.0,65.0,1,13.0,0,0.0,-89.71055986210361,0.024751754641411057,19
2000,0,173.0,65.0,1,13.0,0,0.0,-89.74201422138862,0.013034465235654574,10
2000,0,173.0,65.0,1,13.0,0,0.0,-89.69179205063061,0.053766989853744236,46
2000,0,173.0,65.0,1,13.0,0,0.0,89.48250030337415,0.07709506083444671,62
2000,0,173.0,65.0,1,13.0,0,0.0,-89.04513937287659,0.008500172492682964,6
2000,0,173.0,65.0,1,13.0,0,0.0,89.04513937287659,0.008500172492682964,4
2000,0,173.0,65.0,1,0.0,0,0.0,-89.04513937287659,0.008500172492682964,19
2000,0,173.0,66.0,1,25.0,0,0.0,89.04513937287659,0.008500172492682964,14
2000,0,173.0,66.0,1,25.0,0,0.0,-89.48250030337415,0.07709506083444671,55
2000,0,173.0,65.0,1,0.0,0,0.0,-89.38913768260855,0.08556722784903908,66
2000,0,173.0,66.0,1,25.0,0,0.0,89.69179205063061,0.053766989853744236,48
2000,0,173.0,65.0,1,0.0,0,0.0,89.69179205063061,0.053766989853744236,46
2000,0,173.0,66.0,1,25.0,0,0.0,89.74201422138862,0.013034465235654574,14
2000,0,173.0,65.0,1,0.0,0,0.0,89.74201422138862,0.013034465235654574,13
2000,0,173.0,66.0,1,25.0,0,0.0,89.71055986210361,0.024751754641411057,18
2000,0,173.0,65.0,1,0.0,0,0.0,89.71055986210361,0.024751754641411057,19
2000,0,173.0,66.0,1,25.0,0,0.0,89.76228324813825,0.00892950372650068,2
2000,0,173.0,65.0,1,0.0,0,0.0,89.76228324813825,0.00892950372650068,7
2000,0,173.0,65.0,1,0.0,0,0.0,-89.11690927379364,0.04886594939235726,43
2000,0,173.0,65.0,1,0.0,0,0.0,-89.48228216910887,0.01957971023478734,15
2000,0,173.0,66.0,2,25.0,0,0.0,0.0,0.01903050666269261,15
